start,end,text,words,speaker
73.991,81.962,"Genau das erwarten die Menschen heute von einem modernen Staat, wenn es um Services, Netze, Daten und auch Souveränität geht.","[{'word': 'Genau', 'start': np.float64(73.991), 'end': np.float64(74.231), 'score': np.float64(0.684), 'speaker': 'SPEAKER_11'}, {'word': 'das', 'start': np.float64(74.251), 'end': np.float64(74.392), 'score': np.float64(0.913), 'speaker': 'SPEAKER_11'}, {'word': 'erwarten', 'start': np.float64(74.452), 'end': np.float64(74.792), 'score': np.float64(0.88), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(74.832), 'end': np.float64(74.912), 'score': np.float64(0.76), 'speaker': 'SPEAKER_11'}, {'word': 'Menschen', 'start': np.float64(74.952), 'end': np.float64(75.693), 'score': np.float64(0.753), 'speaker': 'SPEAKER_11'}, {'word': 'heute', 'start': np.float64(75.734), 'end': np.float64(75.974), 'score': np.float64(0.836), 'speaker': 'SPEAKER_11'}, {'word': 'von', 'start': np.float64(75.994), 'end': np.float64(76.094), 'score': np.float64(0.758), 'speaker': 'SPEAKER_11'}, {'word': 'einem', 'start': np.float64(76.114), 'end': np.float64(76.254), 'score': np.float64(0.883), 'speaker': 'SPEAKER_11'}, {'word': 'modernen', 'start': np.float64(76.294), 'end': np.float64(76.695), 'score': np.float64(0.833), 'speaker': 'SPEAKER_11'}, {'word': 'Staat,', 'start': np.float64(76.735), 'end': np.float64(77.095), 'score': np.float64(0.813), 'speaker': 'SPEAKER_11'}, {'word': 'wenn', 'start': np.float64(77.115), 'end': np.float64(77.236), 'score': np.float64(0.835), 'speaker': 'SPEAKER_11'}, {'word': 'es', 'start': np.float64(77.296), 'end': np.float64(77.356), 'score': np.float64(0.758), 'speaker': 'SPEAKER_11'}, {'word': 'um', 'start': np.float64(77.396), 'end': np.float64(77.496), 'score': np.float64(0.926), 'speaker': 'SPEAKER_11'}, {'word': 'Services,', 'start': np.float64(77.556), 'end': np.float64(78.597), 'score': np.float64(0.818), 'speaker': 'SPEAKER_11'}, {'word': 'Netze,', 'start': np.float64(78.658), 'end': np.float64(79.378), 'score': np.float64(0.812), 'speaker': 'SPEAKER_11'}, {'word': 'Daten', 'start': np.float64(79.399), 'end': np.float64(80.18), 'score': np.float64(0.886), 'speaker': 'SPEAKER_11'}, {'word': 'und', 'start': np.float64(80.22), 'end': np.float64(80.4), 'score': np.float64(0.939), 'speaker': 'SPEAKER_11'}, {'word': 'auch', 'start': np.float64(80.44), 'end': np.float64(80.8), 'score': np.float64(0.815), 'speaker': 'SPEAKER_11'}, {'word': 'Souveränität', 'start': np.float64(80.82), 'end': np.float64(81.441), 'score': np.float64(0.77), 'speaker': 'SPEAKER_11'}, {'word': 'geht.', 'start': np.float64(81.862), 'end': np.float64(81.962), 'score': np.float64(0.215)}]",SPEAKER_11
82.533,85.698, Mit dem Haushalt 2025 haben wir den Grundstein gelegt.,"[{'word': 'Mit', 'start': np.float64(82.533), 'end': np.float64(82.753), 'score': np.float64(0.541), 'speaker': 'SPEAKER_11'}, {'word': 'dem', 'start': np.float64(82.793), 'end': np.float64(82.914), 'score': np.float64(0.906), 'speaker': 'SPEAKER_11'}, {'word': 'Haushalt', 'start': np.float64(82.954), 'end': np.float64(83.234), 'score': np.float64(0.786), 'speaker': 'SPEAKER_11'}, {'word': '2025', 'start': np.float64(83.274), 'end': np.float64(84.296), 'score': np.float64(0.818), 'speaker': 'SPEAKER_11'}, {'word': 'haben', 'start': np.float64(84.316), 'end': np.float64(84.476), 'score': np.float64(0.868), 'speaker': 'SPEAKER_11'}, {'word': 'wir', 'start': np.float64(84.496), 'end': np.float64(84.596), 'score': np.float64(0.95), 'speaker': 'SPEAKER_11'}, {'word': 'den', 'start': np.float64(84.636), 'end': np.float64(84.736), 'score': np.float64(0.984), 'speaker': 'SPEAKER_11'}, {'word': 'Grundstein', 'start': np.float64(84.776), 'end': np.float64(85.237), 'score': np.float64(0.887), 'speaker': 'SPEAKER_11'}, {'word': 'gelegt.', 'start': np.float64(85.277), 'end': np.float64(85.698), 'score': np.float64(0.918), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
85.718,91.005,"Das war kein Selbstläufer, das war das Ergebnis intensiver Zusammenarbeit.","[{'word': 'Das', 'start': np.float64(85.718), 'end': np.float64(85.838), 'score': np.float64(0.694), 'speaker': 'SPEAKER_11'}, {'word': 'war', 'start': np.float64(85.878), 'end': np.float64(86.058), 'score': np.float64(0.9), 'speaker': 'SPEAKER_11'}, {'word': 'kein', 'start': np.float64(86.078), 'end': np.float64(86.298), 'score': np.float64(0.899), 'speaker': 'SPEAKER_11'}, {'word': 'Selbstläufer,', 'start': np.float64(86.338), 'end': np.float64(87.54), 'score': np.float64(0.936), 'speaker': 'SPEAKER_11'}, {'word': 'das', 'start': np.float64(87.56), 'end': np.float64(87.64), 'score': np.float64(0.495), 'speaker': 'SPEAKER_11'}, {'word': 'war', 'start': np.float64(87.68), 'end': np.float64(87.781), 'score': np.float64(0.89), 'speaker': 'SPEAKER_11'}, {'word': 'das', 'start': np.float64(87.801), 'end': np.float64(87.921), 'score': np.float64(0.918), 'speaker': 'SPEAKER_11'}, {'word': 'Ergebnis', 'start': np.float64(87.961), 'end': np.float64(88.722), 'score': np.float64(0.986), 'speaker': 'SPEAKER_11'}, {'word': 'intensiver', 'start': np.float64(88.762), 'end': np.float64(89.603), 'score': np.float64(0.966), 'speaker': 'SPEAKER_11'}, {'word': 'Zusammenarbeit.', 'start': np.float64(89.623), 'end': np.float64(91.005), 'score': np.float64(0.936), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
91.045,108.21,"Darum möchte ich gleich zu Beginn Danke sagen an Sie, die Abgeordneten, an die Haushaltsberichterstatter, an die beteiligten Ressorts und all die Mitarbeiterinnen und Mitarbeiter, die mit vorbildlichem Einsatz am Start der Einzelplan 24 gearbeitet haben.","[{'word': 'Darum', 'start': np.float64(91.045), 'end': np.float64(91.225), 'score': np.float64(0.904), 'speaker': 'SPEAKER_11'}, {'word': 'möchte', 'start': np.float64(91.245), 'end': np.float64(91.406), 'score': np.float64(0.724), 'speaker': 'SPEAKER_11'}, {'word': 'ich', 'start': np.float64(91.426), 'end': np.float64(91.546), 'score': np.float64(0.786), 'speaker': 'SPEAKER_11'}, {'word': 'gleich', 'start': np.float64(91.566), 'end': np.float64(91.806), 'score': np.float64(0.791), 'speaker': 'SPEAKER_11'}, {'word': 'zu', 'start': np.float64(91.826), 'end': np.float64(91.906), 'score': np.float64(0.847), 'speaker': 'SPEAKER_11'}, {'word': 'Beginn', 'start': np.float64(91.946), 'end': np.float64(92.667), 'score': np.float64(0.951), 'speaker': 'SPEAKER_11'}, {'word': 'Danke', 'start': np.float64(92.728), 'end': np.float64(93.028), 'score': np.float64(0.91), 'speaker': 'SPEAKER_11'}, {'word': 'sagen', 'start': np.float64(93.068), 'end': np.float64(93.829), 'score': np.float64(0.906), 'speaker': 'SPEAKER_11'}, {'word': 'an', 'start': np.float64(93.889), 'end': np.float64(94.049), 'score': np.float64(0.974), 'speaker': 'SPEAKER_11'}, {'word': 'Sie,', 'start': np.float64(94.09), 'end': np.float64(95.131), 'score': np.float64(0.97), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(95.151), 'end': np.float64(95.271), 'score': np.float64(0.825), 'speaker': 'SPEAKER_11'}, {'word': 'Abgeordneten,', 'start': np.float64(95.311), 'end': np.float64(96.673), 'score': np.float64(0.915), 'speaker': 'SPEAKER_11'}, {'word': 'an', 'start': np.float64(96.713), 'end': np.float64(96.833), 'score': np.float64(0.824), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(96.853), 'end': np.float64(96.994), 'score': np.float64(0.704), 'speaker': 'SPEAKER_11'}, {'word': 'Haushaltsberichterstatter,', 'start': np.float64(97.014), 'end': np.float64(98.856), 'score': np.float64(0.899), 'speaker': 'SPEAKER_11'}, {'word': 'an', 'start': np.float64(98.896), 'end': np.float64(98.997), 'score': np.float64(0.968), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(99.017), 'end': np.float64(99.117), 'score': np.float64(0.741), 'speaker': 'SPEAKER_11'}, {'word': 'beteiligten', 'start': np.float64(99.137), 'end': np.float64(99.678), 'score': np.float64(0.823), 'speaker': 'SPEAKER_11'}, {'word': 'Ressorts', 'start': np.float64(99.738), 'end': np.float64(100.859), 'score': np.float64(0.744), 'speaker': 'SPEAKER_11'}, {'word': 'und', 'start': np.float64(100.919), 'end': np.float64(101.26), 'score': np.float64(0.976), 'speaker': 'SPEAKER_11'}, {'word': 'all', 'start': np.float64(101.3), 'end': np.float64(101.52), 'score': np.float64(0.918), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(101.54), 'end': np.float64(101.981), 'score': np.float64(0.983), 'speaker': 'SPEAKER_11'}, {'word': 'Mitarbeiterinnen', 'start': np.float64(102.021), 'end': np.float64(102.602), 'score': np.float64(0.863), 'speaker': 'SPEAKER_11'}, {'word': 'und', 'start': np.float64(102.622), 'end': np.float64(102.702), 'score': np.float64(0.571), 'speaker': 'SPEAKER_11'}, {'word': 'Mitarbeiter,', 'start': np.float64(102.722), 'end': np.float64(103.383), 'score': np.float64(0.661), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(103.403), 'end': np.float64(103.483), 'score': np.float64(0.621), 'speaker': 'SPEAKER_11'}, {'word': 'mit', 'start': np.float64(103.523), 'end': np.float64(103.703), 'score': np.float64(0.84), 'speaker': 'SPEAKER_11'}, {'word': 'vorbildlichem', 'start': np.float64(103.743), 'end': np.float64(104.324), 'score': np.float64(0.94), 'speaker': 'SPEAKER_11'}, {'word': 'Einsatz', 'start': np.float64(104.364), 'end': np.float64(105.225), 'score': np.float64(0.904), 'speaker': 'SPEAKER_11'}, {'word': 'am', 'start': np.float64(105.266), 'end': np.float64(105.486), 'score': np.float64(0.818), 'speaker': 'SPEAKER_11'}, {'word': 'Start', 'start': np.float64(105.526), 'end': np.float64(105.786), 'score': np.float64(0.817), 'speaker': 'SPEAKER_11'}, {'word': 'der', 'start': np.float64(105.806), 'end': np.float64(105.987), 'score': np.float64(0.635), 'speaker': 'SPEAKER_11'}, {'word': 'Einzelplan', 'start': np.float64(106.027), 'end': np.float64(106.668), 'score': np.float64(0.765), 'speaker': 'SPEAKER_11'}, {'word': '24', 'start': np.float64(106.688), 'end': np.float64(107.489), 'score': np.float64(0.686), 'speaker': 'SPEAKER_11'}, {'word': 'gearbeitet', 'start': np.float64(107.509), 'end': np.float64(107.989), 'score': np.float64(0.943), 'speaker': 'SPEAKER_11'}, {'word': 'haben.', 'start': np.float64(108.029), 'end': np.float64(108.21), 'score': np.float64(0.847), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
108.43,109.131,Vielen Dank.,"[{'word': 'Vielen', 'start': np.float64(108.43), 'end': np.float64(109.011), 'score': np.float64(0.324), 'speaker': 'SPEAKER_11'}, {'word': 'Dank.', 'start': np.float64(109.031), 'end': np.float64(109.131), 'score': np.float64(0.201)}]",SPEAKER_11
113.397,117.985, Dieser erste Schritt war für uns weit mehr als eine Zahl im Haushalt.,"[{'word': 'Dieser', 'start': np.float64(113.397), 'end': np.float64(114.118), 'score': np.float64(0.825), 'speaker': 'SPEAKER_11'}, {'word': 'erste', 'start': np.float64(114.178), 'end': np.float64(114.459), 'score': np.float64(0.913), 'speaker': 'SPEAKER_11'}, {'word': 'Schritt', 'start': np.float64(114.479), 'end': np.float64(115.18), 'score': np.float64(0.791), 'speaker': 'SPEAKER_11'}, {'word': 'war', 'start': np.float64(115.24), 'end': np.float64(115.38), 'score': np.float64(0.944), 'speaker': 'SPEAKER_11'}, {'word': 'für', 'start': np.float64(115.4), 'end': np.float64(115.541), 'score': np.float64(0.986), 'speaker': 'SPEAKER_11'}, {'word': 'uns', 'start': np.float64(115.581), 'end': np.float64(115.781), 'score': np.float64(0.965), 'speaker': 'SPEAKER_11'}, {'word': 'weit', 'start': np.float64(115.821), 'end': np.float64(116.121), 'score': np.float64(0.856), 'speaker': 'SPEAKER_11'}, {'word': 'mehr', 'start': np.float64(116.142), 'end': np.float64(116.462), 'score': np.float64(0.89), 'speaker': 'SPEAKER_11'}, {'word': 'als', 'start': np.float64(116.502), 'end': np.float64(116.923), 'score': np.float64(0.851), 'speaker': 'SPEAKER_11'}, {'word': 'eine', 'start': np.float64(116.963), 'end': np.float64(117.163), 'score': np.float64(0.673), 'speaker': 'SPEAKER_11'}, {'word': 'Zahl', 'start': np.float64(117.203), 'end': np.float64(117.404), 'score': np.float64(0.935), 'speaker': 'SPEAKER_11'}, {'word': 'im', 'start': np.float64(117.444), 'end': np.float64(117.544), 'score': np.float64(0.97), 'speaker': 'SPEAKER_11'}, {'word': 'Haushalt.', 'start': np.float64(117.564), 'end': np.float64(117.985), 'score': np.float64(0.829), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
118.025,129.463,"Er hat uns die Mittel gegeben, hochzufahren, damit wir nicht nur eine Idee auf dem Papier sind, sondern ein handlungsfähiges Ministerium, das umsetzt und hilft, dass Deutschland nach vorne kommt.","[{'word': 'Er', 'start': np.float64(118.025), 'end': np.float64(118.065), 'score': np.float64(0.821), 'speaker': 'SPEAKER_11'}, {'word': 'hat', 'start': np.float64(118.085), 'end': np.float64(118.185), 'score': np.float64(0.656), 'speaker': 'SPEAKER_11'}, {'word': 'uns', 'start': np.float64(118.225), 'end': np.float64(118.385), 'score': np.float64(0.866), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(118.425), 'end': np.float64(118.505), 'score': np.float64(0.972), 'speaker': 'SPEAKER_11'}, {'word': 'Mittel', 'start': np.float64(118.525), 'end': np.float64(118.806), 'score': np.float64(0.84), 'speaker': 'SPEAKER_11'}, {'word': 'gegeben,', 'start': np.float64(118.846), 'end': np.float64(119.828), 'score': np.float64(0.885), 'speaker': 'SPEAKER_11'}, {'word': 'hochzufahren,', 'start': np.float64(119.848), 'end': np.float64(121.13), 'score': np.float64(0.907), 'speaker': 'SPEAKER_11'}, {'word': 'damit', 'start': np.float64(121.15), 'end': np.float64(121.35), 'score': np.float64(0.956), 'speaker': 'SPEAKER_11'}, {'word': 'wir', 'start': np.float64(121.39), 'end': np.float64(121.49), 'score': np.float64(0.975), 'speaker': 'SPEAKER_11'}, {'word': 'nicht', 'start': np.float64(121.55), 'end': np.float64(121.891), 'score': np.float64(0.567), 'speaker': 'SPEAKER_11'}, {'word': 'nur', 'start': np.float64(121.911), 'end': np.float64(122.031), 'score': np.float64(0.564), 'speaker': 'SPEAKER_11'}, {'word': 'eine', 'start': np.float64(122.051), 'end': np.float64(122.211), 'score': np.float64(0.48), 'speaker': 'SPEAKER_11'}, {'word': 'Idee', 'start': np.float64(122.252), 'end': np.float64(122.532), 'score': np.float64(0.87), 'speaker': 'SPEAKER_11'}, {'word': 'auf', 'start': np.float64(122.572), 'end': np.float64(122.672), 'score': np.float64(0.925), 'speaker': 'SPEAKER_11'}, {'word': 'dem', 'start': np.float64(122.712), 'end': np.float64(122.853), 'score': np.float64(0.779), 'speaker': 'SPEAKER_11'}, {'word': 'Papier', 'start': np.float64(122.893), 'end': np.float64(123.173), 'score': np.float64(0.751), 'speaker': 'SPEAKER_11'}, {'word': 'sind,', 'start': np.float64(123.193), 'end': np.float64(123.293), 'score': np.float64(0.393), 'speaker': 'SPEAKER_11'}, {'word': 'sondern', 'start': np.float64(123.313), 'end': np.float64(123.654), 'score': np.float64(0.75), 'speaker': 'SPEAKER_11'}, {'word': 'ein', 'start': np.float64(123.674), 'end': np.float64(123.814), 'score': np.float64(0.659), 'speaker': 'SPEAKER_11'}, {'word': 'handlungsfähiges', 'start': np.float64(123.874), 'end': np.float64(124.535), 'score': np.float64(0.855), 'speaker': 'SPEAKER_11'}, {'word': 'Ministerium,', 'start': np.float64(124.575), 'end': np.float64(125.277), 'score': np.float64(0.892), 'speaker': 'SPEAKER_11'}, {'word': 'das', 'start': np.float64(125.297), 'end': np.float64(125.597), 'score': np.float64(0.797), 'speaker': 'SPEAKER_11'}, {'word': 'umsetzt', 'start': np.float64(125.637), 'end': np.float64(126.458), 'score': np.float64(0.904), 'speaker': 'SPEAKER_11'}, {'word': 'und', 'start': np.float64(126.499), 'end': np.float64(126.619), 'score': np.float64(0.911), 'speaker': 'SPEAKER_11'}, {'word': 'hilft,', 'start': np.float64(126.859), 'end': np.float64(127.059), 'score': np.float64(0.92), 'speaker': 'SPEAKER_11'}, {'word': 'dass', 'start': np.float64(127.1), 'end': np.float64(127.28), 'score': np.float64(0.835), 'speaker': 'SPEAKER_11'}, {'word': 'Deutschland', 'start': np.float64(127.32), 'end': np.float64(127.701), 'score': np.float64(0.832), 'speaker': 'SPEAKER_11'}, {'word': 'nach', 'start': np.float64(127.721), 'end': np.float64(127.841), 'score': np.float64(0.762), 'speaker': 'SPEAKER_11'}, {'word': 'vorne', 'start': np.float64(127.881), 'end': np.float64(128.121), 'score': np.float64(0.96), 'speaker': 'SPEAKER_11'}, {'word': 'kommt.', 'start': np.float64(128.161), 'end': np.float64(129.463), 'score': np.float64(0.855), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
129.503,132.168,Mit dem neuen Haushalt gehen wir in den nächsten Schritt.,"[{'word': 'Mit', 'start': np.float64(129.503), 'end': np.float64(129.624), 'score': np.float64(0.986), 'speaker': 'SPEAKER_11'}, {'word': 'dem', 'start': np.float64(129.664), 'end': np.float64(129.824), 'score': np.float64(0.949), 'speaker': 'SPEAKER_11'}, {'word': 'neuen', 'start': np.float64(129.864), 'end': np.float64(130.104), 'score': np.float64(0.586), 'speaker': 'SPEAKER_11'}, {'word': 'Haushalt', 'start': np.float64(130.145), 'end': np.float64(130.525), 'score': np.float64(0.951), 'speaker': 'SPEAKER_11'}, {'word': 'gehen', 'start': np.float64(130.565), 'end': np.float64(130.705), 'score': np.float64(0.951), 'speaker': 'SPEAKER_11'}, {'word': 'wir', 'start': np.float64(130.746), 'end': np.float64(130.806), 'score': np.float64(0.972), 'speaker': 'SPEAKER_11'}, {'word': 'in', 'start': np.float64(130.846), 'end': np.float64(130.886), 'score': np.float64(0.972), 'speaker': 'SPEAKER_11'}, {'word': 'den', 'start': np.float64(130.906), 'end': np.float64(131.006), 'score': np.float64(0.96), 'speaker': 'SPEAKER_11'}, {'word': 'nächsten', 'start': np.float64(131.026), 'end': np.float64(131.306), 'score': np.float64(0.83), 'speaker': 'SPEAKER_11'}, {'word': 'Schritt.', 'start': np.float64(131.347), 'end': np.float64(132.168), 'score': np.float64(0.832), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
132.188,138.458,Wir führen Aufgaben und Mittel aus sechs bestehenden Einzelplänen zusammen zu einem konsistenten Ganzen.,"[{'word': 'Wir', 'start': np.float64(132.188), 'end': np.float64(132.308), 'score': np.float64(0.965), 'speaker': 'SPEAKER_11'}, {'word': 'führen', 'start': np.float64(132.368), 'end': np.float64(133.109), 'score': np.float64(0.76), 'speaker': 'SPEAKER_11'}, {'word': 'Aufgaben', 'start': np.float64(133.149), 'end': np.float64(133.57), 'score': np.float64(0.917), 'speaker': 'SPEAKER_11'}, {'word': 'und', 'start': np.float64(133.61), 'end': np.float64(133.75), 'score': np.float64(0.767), 'speaker': 'SPEAKER_11'}, {'word': 'Mittel', 'start': np.float64(133.77), 'end': np.float64(134.031), 'score': np.float64(0.842), 'speaker': 'SPEAKER_11'}, {'word': 'aus', 'start': np.float64(134.071), 'end': np.float64(134.271), 'score': np.float64(0.91), 'speaker': 'SPEAKER_11'}, {'word': 'sechs', 'start': np.float64(134.311), 'end': np.float64(134.572), 'score': np.float64(0.801), 'speaker': 'SPEAKER_11'}, {'word': 'bestehenden', 'start': np.float64(134.612), 'end': np.float64(135.113), 'score': np.float64(0.856), 'speaker': 'SPEAKER_11'}, {'word': 'Einzelplänen', 'start': np.float64(135.153), 'end': np.float64(135.894), 'score': np.float64(0.845), 'speaker': 'SPEAKER_11'}, {'word': 'zusammen', 'start': np.float64(135.934), 'end': np.float64(136.515), 'score': np.float64(0.822), 'speaker': 'SPEAKER_11'}, {'word': 'zu', 'start': np.float64(136.535), 'end': np.float64(136.655), 'score': np.float64(0.962), 'speaker': 'SPEAKER_11'}, {'word': 'einem', 'start': np.float64(136.695), 'end': np.float64(137.056), 'score': np.float64(0.978), 'speaker': 'SPEAKER_11'}, {'word': 'konsistenten', 'start': np.float64(137.096), 'end': np.float64(137.697), 'score': np.float64(0.857), 'speaker': 'SPEAKER_11'}, {'word': 'Ganzen.', 'start': np.float64(137.737), 'end': np.float64(138.458), 'score': np.float64(0.933), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
138.478,140.181,Das ist aufwendig komplex.,"[{'word': 'Das', 'start': np.float64(138.478), 'end': np.float64(138.598), 'score': np.float64(0.767), 'speaker': 'SPEAKER_11'}, {'word': 'ist', 'start': np.float64(138.638), 'end': np.float64(138.779), 'score': np.float64(0.861), 'speaker': 'SPEAKER_11'}, {'word': 'aufwendig', 'start': np.float64(138.799), 'end': np.float64(139.239), 'score': np.float64(0.882), 'speaker': 'SPEAKER_11'}, {'word': 'komplex.', 'start': np.float64(139.28), 'end': np.float64(140.181), 'score': np.float64(0.915), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
140.482,143.948, Aber es bietet auch eine riesige Chance.,"[{'word': 'Aber', 'start': np.float64(140.482), 'end': np.float64(141.424), 'score': np.float64(0.771), 'speaker': 'SPEAKER_11'}, {'word': 'es', 'start': np.float64(141.484), 'end': np.float64(141.604), 'score': np.float64(0.742), 'speaker': 'SPEAKER_11'}, {'word': 'bietet', 'start': np.float64(141.644), 'end': np.float64(141.944), 'score': np.float64(0.927), 'speaker': 'SPEAKER_11'}, {'word': 'auch', 'start': np.float64(141.984), 'end': np.float64(142.185), 'score': np.float64(0.881), 'speaker': 'SPEAKER_11'}, {'word': 'eine', 'start': np.float64(142.225), 'end': np.float64(142.385), 'score': np.float64(0.888), 'speaker': 'SPEAKER_11'}, {'word': 'riesige', 'start': np.float64(142.445), 'end': np.float64(142.786), 'score': np.float64(0.896), 'speaker': 'SPEAKER_11'}, {'word': 'Chance.', 'start': np.float64(142.826), 'end': np.float64(143.948), 'score': np.float64(0.86), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
144.008,154.965,"Wir können den Aufbau, die Architektur, die Arbeitsweise unseres Ressorts so gestalten, dass sie den digitalen Wandel und die Modernisierung unseres Staates eben auch unterstützt.","[{'word': 'Wir', 'start': np.float64(144.008), 'end': np.float64(144.088), 'score': np.float64(0.971), 'speaker': 'SPEAKER_11'}, {'word': 'können', 'start': np.float64(144.128), 'end': np.float64(144.408), 'score': np.float64(0.921), 'speaker': 'SPEAKER_11'}, {'word': 'den', 'start': np.float64(144.448), 'end': np.float64(144.649), 'score': np.float64(0.975), 'speaker': 'SPEAKER_11'}, {'word': 'Aufbau,', 'start': np.float64(144.689), 'end': np.float64(145.33), 'score': np.float64(0.864), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(145.35), 'end': np.float64(145.47), 'score': np.float64(0.757), 'speaker': 'SPEAKER_11'}, {'word': 'Architektur,', 'start': np.float64(145.51), 'end': np.float64(146.432), 'score': np.float64(0.832), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(146.472), 'end': np.float64(146.652), 'score': np.float64(0.957), 'speaker': 'SPEAKER_11'}, {'word': 'Arbeitsweise', 'start': np.float64(146.692), 'end': np.float64(147.333), 'score': np.float64(0.96), 'speaker': 'SPEAKER_11'}, {'word': 'unseres', 'start': np.float64(147.373), 'end': np.float64(147.654), 'score': np.float64(0.789), 'speaker': 'SPEAKER_11'}, {'word': 'Ressorts', 'start': np.float64(147.694), 'end': np.float64(148.615), 'score': np.float64(0.804), 'speaker': 'SPEAKER_11'}, {'word': 'so', 'start': np.float64(148.655), 'end': np.float64(148.795), 'score': np.float64(0.929), 'speaker': 'SPEAKER_11'}, {'word': 'gestalten,', 'start': np.float64(148.815), 'end': np.float64(149.757), 'score': np.float64(0.95), 'speaker': 'SPEAKER_11'}, {'word': 'dass', 'start': np.float64(149.777), 'end': np.float64(149.937), 'score': np.float64(0.874), 'speaker': 'SPEAKER_11'}, {'word': 'sie', 'start': np.float64(149.977), 'end': np.float64(150.097), 'score': np.float64(0.989), 'speaker': 'SPEAKER_11'}, {'word': 'den', 'start': np.float64(150.138), 'end': np.float64(150.238), 'score': np.float64(0.913), 'speaker': 'SPEAKER_11'}, {'word': 'digitalen', 'start': np.float64(150.298), 'end': np.float64(150.939), 'score': np.float64(0.888), 'speaker': 'SPEAKER_11'}, {'word': 'Wandel', 'start': np.float64(150.979), 'end': np.float64(151.38), 'score': np.float64(0.958), 'speaker': 'SPEAKER_11'}, {'word': 'und', 'start': np.float64(151.4), 'end': np.float64(151.56), 'score': np.float64(0.881), 'speaker': 'SPEAKER_11'}, {'word': 'die', 'start': np.float64(151.6), 'end': np.float64(151.7), 'score': np.float64(0.855), 'speaker': 'SPEAKER_11'}, {'word': 'Modernisierung', 'start': np.float64(151.72), 'end': np.float64(152.461), 'score': np.float64(0.942), 'speaker': 'SPEAKER_11'}, {'word': 'unseres', 'start': np.float64(152.501), 'end': np.float64(152.762), 'score': np.float64(0.885), 'speaker': 'SPEAKER_11'}, {'word': 'Staates', 'start': np.float64(152.782), 'end': np.float64(153.222), 'score': np.float64(0.882), 'speaker': 'SPEAKER_11'}, {'word': 'eben', 'start': np.float64(153.263), 'end': np.float64(153.463), 'score': np.float64(0.803), 'speaker': 'SPEAKER_11'}, {'word': 'auch', 'start': np.float64(153.483), 'end': np.float64(153.683), 'score': np.float64(0.802), 'speaker': 'SPEAKER_11'}, {'word': 'unterstützt.', 'start': np.float64(153.723), 'end': np.float64(154.965), 'score': np.float64(0.858), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
155.005,156.668,Unser Ziel ist klar.,"[{'word': 'Unser', 'start': np.float64(155.005), 'end': np.float64(155.246), 'score': np.float64(0.745), 'speaker': 'SPEAKER_11'}, {'word': 'Ziel', 'start': np.float64(155.266), 'end': np.float64(155.466), 'score': np.float64(0.722), 'speaker': 'SPEAKER_11'}, {'word': 'ist', 'start': np.float64(155.486), 'end': np.float64(155.666), 'score': np.float64(0.653), 'speaker': 'SPEAKER_11'}, {'word': 'klar.', 'start': np.float64(155.686), 'end': np.float64(156.668), 'score': np.float64(0.779), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
156.715,157.796, Am 13.,"[{'word': 'Am', 'start': np.float64(156.715), 'end': np.float64(157.256), 'score': np.float64(0.935), 'speaker': 'SPEAKER_11'}, {'word': '13.', 'start': np.float64(157.276), 'end': np.float64(157.796), 'score': np.float64(0.894), 'speaker': 'SPEAKER_11'}]",SPEAKER_11
